id,cai_section,difficulty,time,km,ascent,download_link,description
206SP,Gualdo Tadino,EE,2:00,4,607,https://www.caifabriano.it/wp/cpc/?wpfb_dl=197,dummy description
207CD,Gualdo Tadino,E,1:30,3^3,438,https://www.caifabriano.it/wp/cpc/?wpfb_dl=199,dummy description
208C,Gualdo Tadino,EE,3:00,5^5,41,https://www.caifabriano.it/wp/cpc/?wpfb_dl=201,dummy description
209F,Gualdo Tadino,E,1:00,2^8,310,https://www.caifabriano.it/wp/cpc/?wpfb_dl=204,dummy description
241GT,Gualdo Tadino,T,4:30,12^5,150,https://www.caifabriano.it/wp/cpc/?wpfb_dl=239,dummy description
148,Fabriano,E,2:00,6^2,354,https://www.caifabriano.it/wp/cpc/?wpfb_dl=117,dummy description
149,Fabriano,E,0:30,1^6,145,https://www.caifabriano.it/wp/cpc/?wpfb_dl=120,dummy description
150,Fabriano,E,0:50,2^7,192,https://www.caifabriano.it/wp/cpc/?wpfb_dl=128,dummy description
151,Fabriano,E,2:00,5,329,https://www.caifabriano.it/wp/cpc/?wpfb_dl=131,dummy description
152,Fabriano,E,0:25,1^2,200,https://www.caifabriano.it/wp/cpc/?wpfb_dl=133,dummy description
153,Fabriano,E,0:35,1^9,182,https://www.caifabriano.it/wp/cpc/?wpfb_dl=134,dummy description
154,Fabriano,E,1:00,3,182,https://www.caifabriano.it/wp/cpc/?wpfb_dl=137,dummy description
155,Fabriano,T,0:50,2^1,226,https://www.caifabriano.it/wp/cpc/?wpfb_dl=139,dummy description
156,Fabriano,T,1:15,4,87,https://www.caifabriano.it/wp/cpc/?wpfb_dl=140,dummy description
148A,Fabriano,E,0:45,2^2,131,https://www.caifabriano.it/wp/cpc/?wpfb_dl=118,dummy description
148B,Fabriano,E,0:20,1,148,https://www.caifabriano.it/wp/cpc/?wpfb_dl=119,dummy description
149A,Fabriano,E,0:10,0^2,0,https://www.caifabriano.it/wp/cpc/?wpfb_dl=121,dummy description
149B,Fabriano,E,0:50,2^4,209,https://www.caifabriano.it/wp/cpc/?wpfb_dl=122,dummy description
149C,Fabriano,E,0:50,2^5,203,https://www.caifabriano.it/wp/cpc/?wpfb_dl=123,dummy description
149D,Fabriano,E,0:10,0^2,0,https://www.caifabriano.it/wp/cpc/?wpfb_dl=124,dummy description
149E,Fabriano,E,0:05,0^1,7,https://www.caifabriano.it/wp/cpc/?wpfb_dl=125,dummy description
149F,Fabriano,E,0:30,1^5,111,https://www.caifabriano.it/wp/cpc/?wpfb_dl=126,dummy description
149G,Fabriano,E,0:35,1^7,121,https://www.caifabriano.it/wp/cpc/?wpfb_dl=127,dummy description
150A,Fabriano,E,0:50,2^7,169,https://www.caifabriano.it/wp/cpc/?wpfb_dl=129,dummy description
150B,Fabriano,E,0:35,2,113,https://www.caifabriano.it/wp/cpc/?wpfb_dl=130,dummy description
151A,Fabriano,E,0:10,0^3,47,https://www.caifabriano.it/wp/cpc/?wpfb_dl=132,dummy description
153A,Fabriano,E,0:35,1^7,228,https://www.caifabriano.it/wp/cpc/?wpfb_dl=135,dummy description
153B,Fabriano,E,0:20,1,151,https://www.caifabriano.it/wp/cpc/?wpfb_dl=136,dummy description
154A,Fabriano,E,0:20,0^7,109,https://www.caifabriano.it/wp/cpc/?wpfb_dl=138,dummy description
215.,Camerino,E,3:00,9^9,496,https://www.caifabriano.it/wp/cpc/?wpfb_dl=211,dummy description
215A,Camerino,E,0:40,1^8,72,https://www.caifabriano.it/wp/cpc/?wpfb_dl=210,dummy description
220A,Camerino,E,1:20,4^4,338,https://www.caifabriano.it/wp/cpc/?wpfb_dl=215,dummy description
220B,Camerino,E,0:50,2^1,208,https://www.caifabriano.it/wp/cpc/?wpfb_dl=216,dummy description
220C,Camerino,T,0:30,0^7,161,https://www.caifabriano.it/wp/cpc/?wpfb_dl=217,dummy description
246,Camerino,T,0:20,1,37,https://www.caifabriano.it/wp/cpc/?wpfb_dl=243,dummy description
246A,Camerino,E,0:15,0^6,103,https://www.caifabriano.it/wp/cpc/?wpfb_dl=244,dummy description
246B,Camerino,T,0:20,1^2,46,https://www.caifabriano.it/wp/cpc/?wpfb_dl=245,dummy description
246C,Camerino,E,0:50,1^7,324,https://www.caifabriano.it/wp/cpc/?wpfb_dl=246,dummy description
246D,Camerino,E,0:30,1^3,211,https://www.caifabriano.it/wp/cpc/?wpfb_dl=247,dummy description
246E,Camerino,E,0:50,2^3,307,https://www.caifabriano.it/wp/cpc/?wpfb_dl=248,dummy description
247.,Camerino,T,0:30,1^5,140,https://www.caifabriano.it/wp/cpc/?wpfb_dl=257,dummy description
247A,Camerino,T,0:10,0^4,72,https://www.caifabriano.it/wp/cpc/?wpfb_dl=250,dummy description
247B,Camerino,T,0:10,0^5,42,https://www.caifabriano.it/wp/cpc/?wpfb_dl=251,dummy description
247C,Camerino,T,0:10,0^4,61,https://www.caifabriano.it/wp/cpc/?wpfb_dl=252,dummy description
247D,Camerino,E,0:45,2^6,218,https://www.caifabriano.it/wp/cpc/?wpfb_dl=253,dummy description
247E,Camerino,T,0:10,0^5,71,https://www.caifabriano.it/wp/cpc/?wpfb_dl=254,dummy description
247F,Camerino,T,0:10,0^3,41,https://www.caifabriano.it/wp/cpc/?wpfb_dl=255,dummy description
247G,Camerino,T,0:30,1,123,https://www.caifabriano.it/wp/cpc/?wpfb_dl=256,dummy description
248,Camerino,E,1:00,2^3,353,https://www.caifabriano.it/wp/cpc/?wpfb_dl=258,dummy description
248A,Camerino,T,0:10,0^4,23,https://www.caifabriano.it/wp/cpc/?wpfb_dl=259,dummy description
248B,Camerino,E,0:50,2^1,320,https://www.caifabriano.it/wp/cpc/?wpfb_dl=260,dummy description
248C,Camerino,E,0:30,0^9,175,https://www.caifabriano.it/wp/cpc/?wpfb_dl=261,dummy description
248D,Camerino,E,0:40,1^7,96,https://www.caifabriano.it/wp/cpc/?wpfb_dl=262,dummy description
273A,Camerino,T,0:45,2^2,273,https://www.caifabriano.it/wp/cpc/?wpfb_dl=277,dummy description
273B,Camerino,T,0:25,1^3,106,https://www.caifabriano.it/wp/cpc/?wpfb_dl=278,dummy description
273C,Camerino,T,0:20,0^9,59,https://www.caifabriano.it/wp/cpc/?wpfb_dl=279,dummy description
274,Camerino,E,0:45,2,261,https://www.caifabriano.it/wp/cpc/?wpfb_dl=280,dummy description
274A,Camerino,E,0:40,1^8,181,https://www.caifabriano.it/wp/cpc/?wpfb_dl=281,dummy description
274B,Camerino,E,1:00,2^9,87,https://www.caifabriano.it/wp/cpc/?wpfb_dl=282,dummy description
274C,Camerino,E,0:25,1^2,193,https://www.caifabriano.it/wp/cpc/?wpfb_dl=283,dummy description
275B,Camerino,E,1:15,2,382,https://www.caifabriano.it/wp/cpc/?wpfb_dl=286,dummy description
275C,Camerino,E,0:45,2^1,65,https://www.caifabriano.it/wp/cpc/?wpfb_dl=287,dummy description
275D,Camerino,E,0:50,1^6,330,https://www.caifabriano.it/wp/cpc/?wpfb_dl=288,dummy description
275E,Camerino,T,0:20,0^9,120,https://www.caifabriano.it/wp/cpc/?wpfb_dl=289,dummy description
275O,Camerino,E,1:40,2^4,550,https://www.caifabriano.it/wp/cpc/?wpfb_dl=290,dummy description
276.,Camerino,E,1:20,2^8,448,https://www.caifabriano.it/wp/cpc/?wpfb_dl=297,dummy description
276A,Camerino,E,1:40,3^7,470,https://www.caifabriano.it/wp/cpc/?wpfb_dl=293,dummy description
276B,Camerino,T,0:15,0^7,74,https://www.caifabriano.it/wp/cpc/?wpfb_dl=294,dummy description
276C,Camerino,T,0:20,0^7,112,https://www.caifabriano.it/wp/cpc/?wpfb_dl=295,dummy description
276D,Camerino,E,0:50,2^2,276,https://www.caifabriano.it/wp/cpc/?wpfb_dl=296,dummy description
